state_name,city_name,category,description,latitude,longitude,best_time_to_visit,popular_months,tourist_rating,risk_index,photos,top_attractions,Visitors_2020,Visitors_2021,Visitors_2022,Visitors_2023,Visitors_2024,Visitors_2025,flood_risk,landslide_risk,earthquake_zone,crime_rate,accident_rate,health_alerts,safety_suggestions,cyclone_risk,drought_risk,forest_fire_risk
Madhya Pradesh,Bhopal,Urban,Capital city known for lakes and heritage sites.,23.2599,77.4126,October - March,"October,November,December,January,February,March",4.2,0.19,,"[{""name"": ""Upper Lake"", ""description"": ""Scenic lake in the heart of city.""}]",116677,301558,226644,186564,62175,232747,2,2,2,3.68,1.29,1,4,3,3,1
Madhya Pradesh,Indore,Urban,"Commercial capital, known for food and culture.",22.7196,75.8577,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Rajwada Palace"", ""description"": ""Historic palace.""}]",133555,275441,163827,155337,171632,263851,3,1,5,3.24,1.49,3,4,1,3,1
Madhya Pradesh,Khajuraho,Heritage,Famous for UNESCO erotic temples.,24.8318,79.9199,October - March,"October,November,December,January,February,March",4.8,0.12,,"[{""name"": ""Khajuraho Temples"", ""description"": ""World Heritage temple complex.""}]",178379,301067,212278,296916,208186,350240,3,3,4,6.71,1.34,0,2,1,3,2
Madhya Pradesh,Gwalior,Heritage,"City of palaces, forts, and classical music.",26.2183,78.1828,October - March,"October,November,December,January,February,March",4.5,0.17,,"[{""name"": ""Gwalior Fort"", ""description"": ""Hilltop fort with palaces.""}]",266992,300133,228244,269710,161257,202147,2,3,3,1.73,4.01,2,4,2,1,2
Madhya Pradesh,Orchha,Heritage,"Medieval town by the Betwa River, known for palaces and temples.",25.3577,78.64,October - March,"October,November,December,January,February,March",4.2,0.15,,"[{""name"": ""Orchha Fort Complex"", ""description"": ""Collection of palaces and temples.""}]",289511,169093,319245,101662,359856,176165,3,2,5,5.49,2.08,0,2,2,2,1
Madhya Pradesh,Sanchi,Heritage,UNESCO world heritage Buddhist stupa complex.,23.4803,77.7369,October - March,"October,November,December,January,February,March",4.7,0.1,,"[{""name"": ""Sanchi Stupa"", ""description"": ""Ancient Buddhist monument.""}]",226806,174494,137177,274618,126331,62740,3,3,2,6.84,0.76,2,2,3,1,3
Madhya Pradesh,Pachmarhi,Hill Station,"Queen of Satpura, known for waterfalls and caves.",22.467,78.4333,October - June,"October,November,December,January,February,March,April,May,June",4.5,0.14,,"[{""name"": ""Bee Falls"", ""description"": ""Scenic waterfall in forest.""}]",151665,238522,285261,101864,109491,371920,1,1,2,7.64,4.86,1,2,3,1,1
Madhya Pradesh,Kanha National Park,Wildlife,One of India's best tiger reserves and forests.,22.3345,80.6115,October - June,"October,November,December,January,February,March,April,May,June",4.8,0.1,,"[{""name"": ""Kanha Tiger Reserve"", ""description"": ""National Park and wildlife.""}]",269575,256980,122336,161520,292780,108016,3,2,4,3.89,4.48,3,1,1,1,3
Madhya Pradesh,Ujjain,Religious,"Holy city on the Shipra river, hosts Kumbh Mela.",23.1765,75.7885,October - March,"October,November,December,January,February,March",4.6,0.13,,"[{""name"": ""Mahakaleshwar Temple"", ""description"": ""One of the twelve Jyotirlingas.""}]",221675,63367,260597,233898,132326,242360,3,1,2,7.25,4.67,3,1,3,2,1
Madhya Pradesh,Jabalpur,Urban,Famous for marble rocks of Bhedaghat.,23.1815,79.9864,October - March,"October,November,December,January,February,March",4.3,0.16,,"[{""name"": ""Marble Rocks"", ""description"": ""Gorges on Narmada river.""}]",257780,291091,109371,144572,340526,111352,2,1,3,2.27,4.98,3,4,1,3,3
Maharashtra,Mumbai,Urban,"India's financial capital, known for Bollywood, Gateway of India, Marine Drive.",19.076,72.8777,November - February,"November,December,January,February",4.8,0.18,,"[{""name"": ""Gateway of India"", ""description"": ""Iconic waterfront monument.""}]",262998,158401,145367,297687,267747,143810,2,2,4,7.43,1.28,1,2,1,3,2
Maharashtra,Pune,Urban,Cultural and academic hub with hill forts and temples.,18.5204,73.8567,October - February,"October,November,December,January,February",4.4,0.17,,"[{""name"": ""Shaniwar Wada"", ""description"": ""Historic fortification.""}]",118803,124411,173852,185650,311911,216412,1,1,2,2.39,2.28,2,1,3,3,3
Maharashtra,Aurangabad (Ajanta & Ellora Caves),Heritage,"Gateway to ancient Ajanta and Ellora caves, UNESCO sites.",19.8762,75.3433,November - February,"November,December,January,February",4.8,0.13,,"[{""name"": ""Ajanta & Ellora"", ""description"": ""Ancient rock-cut caves and sculptures.""}]",220404,208628,241483,306016,316569,126175,3,3,4,4.28,3.91,1,2,1,2,1
Maharashtra,Lonavala,Hill Station,"Monsoon getaway known for forts, caves, and chikki.",18.7481,73.4072,June - September,"June,July,August,September",4.7,0.15,,"[{""name"": ""Bhushi Dam"", ""description"": ""Popular monsoon spot.""}]",141703,182545,249965,231768,138741,266502,3,1,2,7.08,3.63,3,3,2,3,2
Maharashtra,Mahabaleshwar,Hill Station,Strawberry farming hill town with cool climate.,17.9307,73.6479,November - February,"November,December,January,February",4.6,0.1,,"[{""name"": ""Venna Lake"", ""description"": ""Serene lake for boating.""}]",71312,263901,207604,167603,62304,112677,3,2,2,2.55,1.19,1,3,3,2,3
Maharashtra,Nashik,Religious,"Holy city on Godavari, famous for Kumbh Mela & vineyards.",19.9975,73.7898,October - March,"October,November,December,January,February,March",4.2,0.12,,"[{""name"": ""Sula Vineyards"", ""description"": ""Popular vineyard tour and festival.""}]",274448,108272,265854,109796,187345,108085,1,2,2,3.1,4.17,1,3,2,3,3
Maharashtra,Shirdi,Religious,Pilgrimage town famous for Sai Baba temple.,19.7666,74.4753,October - February,"October,November,December,January,February",4.7,0.12,,"[{""name"": ""Sai Baba Temple"", ""description"": ""Prominent temple complex.""}]",265598,299315,318974,126663,309949,264712,1,2,3,6.56,1.51,1,4,3,3,3
Maharashtra,Alibaug,Beach,Beach destination near Mumbai.,18.6414,72.8722,November - February,"November,December,January,February",4.3,0.16,,"[{""name"": ""Alibaug Beach"", ""description"": ""Popular for water sports.""}]",225251,251439,139964,306166,152246,239658,2,1,3,6.54,1.51,2,2,1,1,3
Maharashtra,Kolhapur,Heritage,Cultural city known for temples and spicy cuisine.,16.7049,74.2433,October - March,"October,November,December,January,February,March",4.1,0.18,,"[{""name"": ""Mahalaxmi Temple"", ""description"": ""Major pilgrimage site.""}]",252514,297230,235251,238781,157358,286211,1,2,4,5.99,2.92,0,3,3,2,3
Maharashtra,Nagpur,Urban,Major city and tiger gateway of Central India.,21.1458,79.0882,October - March,"October,November,December,January,February,March",4.0,0.15,,"[{""name"": ""Deekshabhoomi"", ""description"": ""Buddhist monument and city landmark.""}]",295404,158638,180056,234006,62511,263933,3,2,2,6.36,3.17,0,1,2,1,2
Manipur,Imphal,Urban,"Capital, famous for Kangla Fort and Loktak Lake.",24.817,93.9368,October - March,"October,November,December,January,February,March",4.1,0.2,,"[{""name"": ""Kangla Fort"", ""description"": ""Ancient fort in city center.""}]",167961,77471,106120,165054,75486,238038,3,1,2,5.3,3.11,1,3,1,1,2
Manipur,Loktak Lake,Nature,Largest freshwater lake with floating islands.,24.4986,93.8037,October - March,"October,November,December,January,February,March",4.6,0.14,,"[{""name"": ""Loktak Lake"", ""description"": ""Famous phumdis and boating.""}]",90379,312215,161438,116151,206110,223810,1,3,3,3.26,0.91,0,3,3,1,2
Manipur,Keibul Lamjao National Park,Wildlife,Only floating national park with endangered Sangai deer.,24.5427,93.8222,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Keibul Lamjao"", ""description"": ""Unique floating ecosystem.""}]",67297,82376,297506,123796,246507,354086,3,1,2,3.92,4.45,0,3,3,2,2
Manipur,Kangla Fort,Heritage,Ancient fort and palace ruins.,24.8168,93.9367,October - March,"October,November,December,January,February,March",4.2,0.18,,"[{""name"": ""Kangla Fort"", ""description"": ""Historic site near Imphal River.""}]",52011,123799,306559,278333,97177,357733,3,2,3,2.77,1.7,1,4,3,2,1
Manipur,Moreh,Town,Border market town adjoining Myanmar.,24.4411,94.3615,October - March,"October,November,December,January,February,March",3.8,0.25,,"[{""name"": ""Border Bazaar"", ""description"": ""Indo-Myanmar market.""}]",297202,188932,296342,249077,148683,115070,1,2,2,7.86,1.08,1,1,2,3,2
Manipur,Thoubal,Nature,Town famous for wetland paddy fields and lakes.,24.6387,93.9966,November - February,"November,December,January,February",4.0,0.16,,"[{""name"": ""Waithou Lake"", ""description"": ""Famous wetland and birds.""}]",170234,206497,172651,223362,144985,127288,1,1,4,5.58,4.5,3,2,2,1,3
Manipur,Andro Village,Heritage,Community-run heritage village.,24.7582,94.0317,October - March,"October,November,December,January,February,March",4.3,0.13,,"[{""name"": ""Andro"", ""description"": ""Crafts and village museum.""}]",94014,213407,185297,234756,191040,136488,3,3,2,4.31,4.8,0,1,3,3,3
Manipur,Bishnupur,Religious,Temple town famous for Vishnu Temple.,24.5995,93.774,October - March,"October,November,December,January,February,March",4.0,0.17,,"[{""name"": ""Vishnu Temple"", ""description"": ""Teracotta temple heritage.""}]",293166,224989,260505,87067,341175,374580,3,2,2,4.73,4.38,2,2,1,1,2
Manipur,Ukhrul,Nature,Hill town and home of Shirui Lilly.,25.019,94.2483,May - June,"May,June",4.1,0.18,,"[{""name"": ""Shirui Kashong"", ""description"": ""Famous lily hills.""}]",192810,227501,193942,92121,158746,214935,3,2,5,8.13,4.14,1,4,1,2,3
Manipur,Sendra Island,Island,Island resort on Loktak Lake.,24.5738,93.836,October - March,"October,November,December,January,February,March",4.2,0.13,,"[{""name"": ""Sendra Resort"", ""description"": ""Lake view resort on the island.""}]",144333,226165,285985,132776,199807,267930,2,2,3,2.57,3.45,3,4,2,2,2
Meghalaya,Shillong,Hill Station,"Capital city, Scotland of the East.",25.5788,91.8933,March - June,"March,April,May,June,September,October",4.6,0.13,,"[{""name"": ""Ward’s Lake"", ""description"": ""Ornamental lake and gardens.""}]",228570,180870,258858,227310,318111,197646,2,1,2,5.6,2.98,2,4,1,2,3
Meghalaya,Cherrapunji,Nature,"One of the wettest places on Earth, root bridges.",25.2986,91.6937,October - May,"October,November,December,January,February,March,April,May",4.8,0.12,,"[{""name"": ""Living Root Bridges"", ""description"": ""Natural tree root bridges.""}]",61120,169751,62706,310895,154215,80838,2,2,2,5.04,0.89,0,4,2,1,1
Meghalaya,Dawki,Nature,"Crystal-clear Umngot River, adventure boating.",25.2097,92.021,November - February,"November,December,January,February",4.4,0.14,,"[{""name"": ""Umngot River"", ""description"": ""Boat rides on transparent river.""}]",297589,254387,329167,207493,241135,96310,1,3,5,5.78,2.34,3,2,3,2,1
Meghalaya,Mawlynnong,Village,Asia’s cleanest village.,25.1997,91.5822,September - May,"September,October,November,December,January,February,March,April,May",4.6,0.1,,"[{""name"": ""Sky View"", ""description"": ""Bamboo tower with sweeping views.""}]",189839,283995,327529,307720,278403,321682,2,2,5,1.63,2.18,1,3,2,1,2
Meghalaya,Jowai,Nature,Town of scenic lakes and valleys.,25.449,92.29,October - May,"October,November,December,January,February,March,April,May",4.3,0.13,,"[{""name"": ""Krang Suri Falls"", ""description"": ""Famous waterfall near Jowai.""}]",72852,182893,136639,174517,226495,94953,1,2,3,7.6,1.67,2,2,2,3,2
Meghalaya,Nongriat,Nature,Journey to double-decker living root bridge.,25.2736,91.7077,October - May,"October,November,December,January,February,March,April,May",4.7,0.1,,"[{""name"": ""Double Decker Root Bridge"", ""description"": ""Unique nature-made bridges.""}]",129239,309158,271057,216528,120619,117442,1,3,5,8.02,3.76,1,1,3,1,2
Meghalaya,Tura,Wildlife,Gateway to evergreen forests and Nokrek National Park.,25.518,90.2205,October - May,"October,November,December,January,February,March,April,May",4.2,0.17,,"[{""name"": ""Nokrek NP"", ""description"": ""Biodiverse rainforest.""}]",182001,222413,236403,318767,330775,316726,2,2,4,5.46,2.73,0,4,1,3,3
Meghalaya,Mawsynram,Nature,"Wettest place on Earth, cave explorations.",25.2986,91.5822,April - September,"April,May,June,July,August,September",4.5,0.09,,"[{""name"": ""Mawsmai Cave"", ""description"": ""Famous limestone caves.""}]",258559,270043,90673,306823,290109,353990,2,1,5,6.38,0.86,2,4,2,1,2
Meghalaya,Laitlum Canyons,Nature,"Grand canyon of the East, trekking and sightseeing.",25.5449,91.9397,March - May,"March,April,May",4.8,0.11,,"[{""name"": ""Laitlum"", ""description"": ""Canyon with spectacular views.""}]",299459,69894,80400,334868,331107,181787,2,1,4,7.96,1.49,0,1,2,3,1
Meghalaya,Balpakram National Park,Wildlife,"Mythical land called land of spirits, rich in flora and fauna.",25.2363,90.8292,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Balpakram NP"", ""description"": ""National park and wilderness.""}]",141575,197675,235460,202950,143054,63396,3,1,3,6.45,3.57,0,2,3,2,3
Mizoram,Aizawl,Capital,Capital and largest city atop a ridge.,23.7271,92.7176,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Durtlang Hills"", ""description"": ""City viewpoint.""}]",295221,283162,81387,239428,220197,77095,2,3,3,2.57,0.84,3,3,1,3,2
Mizoram,Lunglei,Hill Station,Second largest town with river views.,22.8815,92.7265,October - March,"October,November,December,January,February,March",4.2,0.1,,"[{""name"": ""Serkawn"", ""description"": ""Neighborhood and Baptist Church.""}]",145040,92749,137996,214144,217164,231882,3,2,3,5.53,4.33,1,3,2,2,3
Mizoram,Champhai,Nature,Frontier town famous for vineyards and vistas.,23.4577,93.3284,October - March,"October,November,December,January,February,March",4.3,0.11,,"[{""name"": ""Champhai Vineyards"", ""description"": ""Hilltop vineyards and border views.""}]",198510,180525,318076,90716,168010,288602,1,1,3,5.75,2.73,2,1,3,2,3
Mizoram,Reiek,Hill Station,Picnic and trekking spot with village huts.,23.7267,92.6208,November - February,"November,December,January,February",4.2,0.13,,"[{""name"": ""Reiek Peak"", ""description"": ""Panoramic viewpoint.""}]",229587,275075,75889,312216,299484,355541,3,3,3,4.47,2.66,0,3,2,3,2
Mizoram,Phawngpui Peak,Mountain,Highest peak in Mizoram also known as Blue Mountain.,22.6584,93.022,October - May,"October,November,December,January,February,March,April,May",4.6,0.09,,"[{""name"": ""Phawngpui National Park"", ""description"": ""Forest and trekking trails.""}]",55744,146549,154297,60614,253218,210870,2,2,4,6.66,3.17,0,2,3,1,3
Mizoram,Serchhip,Urban,Known for Vantawng Falls and handloom industry.,23.3017,92.8469,November - February,"November,December,January,February",4.1,0.13,,"[{""name"": ""Vantawng Falls"", ""description"": ""Highest waterfall in Mizoram.""}]",264892,178776,143396,78631,296960,344635,1,3,4,8.04,4.21,2,2,1,1,1
Mizoram,Tamdil Lake,Lake,"Largest natural lake in the state, boating spot.",23.7497,92.9266,October - March,"October,November,December,January,February,March",4.3,0.1,,"[{""name"": ""Tamdil Lake"", ""description"": ""Lake and picnic area.""}]",223489,191794,94689,74851,113779,226037,1,1,3,7.98,2.07,0,1,1,1,1
Mizoram,Murlen National Park,Wildlife,Biodiverse forest near Champhai.,23.667,93.333,October - March,"October,November,December,January,February,March",4.0,0.1,,"[{""name"": ""Murlen Park"", ""description"": ""Thick bamboo groves and caves.""}]",286356,78996,211315,123757,64965,68742,1,1,5,4.66,3.55,3,2,1,1,3
Mizoram,Dampa Tiger Reserve,Wildlife,Tiger reserve in the west of the state.,23.5647,92.3632,November - April,"November,December,January,February,March,April",4.5,0.09,,"[{""name"": ""Dampa Reserve"", ""description"": ""Wildlife sanctuary and forest.""}]",188141,52666,174099,184158,338160,67792,3,1,2,2.29,3.05,3,4,1,1,2
Mizoram,Thenzawl,Town,Known for waterfalls and handloom center.,23.4356,92.8364,November - February,"November,December,January,February",4.0,0.13,,"[{""name"": ""Thenzawl Falls"", ""description"": ""Vantawng and Tuirihiau Falls.""}]",92359,202877,72865,260035,169411,149125,2,3,3,8.39,1.7,3,1,2,2,3
Nagaland,Kohima,Urban,Capital city known for Hornbill Festival.,25.6701,94.1077,November - March,"November,December,January,February,March",4.3,0.13,,"[{""name"": ""War Cemetery"", ""description"": ""World War II memorial.""}]",200871,275080,192425,69016,151134,117436,1,3,5,7.37,4.45,3,2,2,1,1
Nagaland,Dimapur,Urban,"Entry city, commercial hub and ruins.",25.9086,93.7314,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Kachari Ruins"", ""description"": ""Megalithic ancient ruins.""}]",148746,223642,61532,282321,64820,109256,1,1,2,2.37,4.09,0,1,1,2,3
Nagaland,Mokokchung,Town,Cultural heartland of Ao Naga people.,26.3241,94.5282,October - March,"October,November,December,January,February,March",4.2,0.17,,"[{""name"": ""Longkhum Village"", ""description"": ""Ao tribal culture.""}]",274834,162601,179300,211996,72541,106090,1,3,3,7.95,3.46,2,3,1,2,3
Nagaland,Mon,Tribal,Famous for Konyak Nagas and tattooed headhunters.,26.7401,95.0632,October - March,"October,November,December,January,February,March",4.4,0.16,,"[{""name"": ""Longwa Village"", ""description"": ""Unique border village.""}]",170906,207174,251497,262438,292833,115268,3,1,3,7.59,4.33,2,2,1,2,1
Nagaland,Tuophema,Village,"Tourist village, model of Naga culture.",25.7533,94.273,November - March,"November,December,January,February,March",4.3,0.17,,"[{""name"": ""Tuophema Tourist Village"", ""description"": ""Traditional Naga huts and food.""}]",251260,165382,93569,175768,172635,91481,3,1,4,5.13,4.4,2,4,2,3,3
Nagaland,Wokha,Nature,Popular for Doyang river and Lotha Nagas.,26.1011,94.262,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Doyang Lake"", ""description"": ""Scenic lake and birding.""}]",270931,198781,309179,243745,72333,280642,2,2,2,5.64,3.69,2,2,1,3,3
Nagaland,Khonoma Village,Heritage,Asia's first green village.,25.7119,94.0011,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Khonoma"", ""description"": ""Eco-friendly village experience.""}]",288746,67980,283572,319808,325862,291038,3,3,2,4.29,4.27,1,1,1,2,2
Nagaland,Dzukou Valley,Valley,Spectacular valley and trekking hotspot.,25.6771,93.7853,June - September,"June,July,August,September",4.8,0.11,,"[{""name"": ""Dzukou Valley"", ""description"": ""Alpine flowers and treks.""}]",57597,292082,228928,147288,112516,113941,1,1,5,1.88,3.64,2,1,1,3,2
Nagaland,Longleng,Town,District HQ known for river valleys and forests.,26.4382,94.8098,October - March,"October,November,December,January,February,March",4.0,0.16,,"[{""name"": ""Yongam Village"", ""description"": ""Phom tribal homeland.""}]",97093,100906,327476,218251,207636,159418,2,1,4,3.85,3.56,1,2,3,1,1
Nagaland,Phek,Lake,Home to Shilloi Lake and ethnic tribal settings.,25.672,94.466,October - March,"October,November,December,January,February,March",4.2,0.14,,"[{""name"": ""Shilloi Lake"", ""description"": ""Natural lake surrounded by hills.""}]",218298,307352,248425,294142,218647,353868,1,3,4,7.12,3.28,1,4,1,1,1
Odisha,Bhubaneswar,Urban,"Temple city, capital of Odisha.",20.2961,85.8245,October - March,"October,November,December,January,February,March",4.3,0.16,,"[{""name"": ""Lingaraj Temple"", ""description"": ""Ancient Hindu temple.""}]",253199,180110,106829,118305,135531,229566,1,2,4,1.53,3.89,3,4,3,2,1
Odisha,Puri,Religious,Holy city famous for Jagannath Temple and beaches.,19.8135,85.8312,October - February,"October,November,December,January,February",4.7,0.13,,"[{""name"": ""Jagannath Temple"", ""description"": ""Major Hindu pilgrimage site.""}]",164650,140938,148173,136950,174800,127146,3,2,4,3.83,1.21,1,4,3,1,2
Odisha,Konark,Heritage,UNESCO World Heritage Sun Temple town.,19.8876,86.0946,November - February,"November,December,January,February",4.9,0.12,,"[{""name"": ""Konark Sun Temple"", ""description"": ""Stone chariot temple.""}]",272441,294634,311322,71641,125181,65953,2,1,2,4.29,4.46,0,1,1,2,1
Odisha,Chilika Lake,Lake,Asia’s largest brackish lagoon and birding haven.,19.6786,85.5077,November - February,"November,December,January,February",4.6,0.11,,"[{""name"": ""Chilika Lake"", ""description"": ""Dolphins and migratory birds.""}]",258434,249322,222966,333892,184107,178637,3,3,2,5.26,4.42,1,2,3,2,1
Odisha,Cuttack,Urban,Millennium city and business hub on Mahanadi river.,20.4625,85.8828,October - March,"October,November,December,January,February,March",4.0,0.16,,"[{""name"": ""Barabati Fort"", ""description"": ""Historic riverside fort.""}]",207489,127182,314375,88697,184797,131850,3,2,3,7.94,0.63,3,3,1,1,1
Odisha,Raghurajpur,Village,Pattachitra art village.,19.9812,85.8343,November - February,"November,December,January,February",4.7,0.12,,"[{""name"": ""Raghurajpur Village"", ""description"": ""Heritage arts and crafts.""}]",199765,111374,196412,136123,132153,274788,2,3,3,3.92,4.22,1,1,2,3,2
Odisha,Simlipal National Park,Wildlife,"Tiger reserve, forest and waterfalls.",21.7086,86.4031,November - April,"November,December,January,February,March,April",4.6,0.09,,"[{""name"": ""Simlipal Park"", ""description"": ""Tiger and elephant reserve.""}]",260746,264802,84783,316354,322953,321423,1,3,4,3.93,1.08,0,4,2,1,3
Odisha,Daringbadi,Hill Station,"‘Kashmir of Odisha’, cool hill getaway.",19.8866,84.1412,October - March,"October,November,December,January,February,March",4.5,0.1,,"[{""name"": ""Daringbadi"", ""description"": ""Pine forests and coffee gardens.""}]",170956,131001,270464,308971,86242,210117,1,1,4,6.66,2.01,0,2,2,1,1
Odisha,Berhampur,Urban,"South Odisha's largest city, close to Gopalpur beach.",19.3149,84.7941,October - March,"October,November,December,January,February,March",4.1,0.14,,"[{""name"": ""Gopalpur Beach"", ""description"": ""Palm-fringed beach.""}]",165598,288630,104065,310006,340248,257973,2,2,4,4.67,3.85,0,4,2,2,3
Odisha,Udayagiri,Heritage,Historic site with ancient caves and Buddhist ruins.,20.1263,85.7087,November - February,"November,December,January,February",4.2,0.12,,"[{""name"": ""Udayagiri Caves"", ""description"": ""Rock-cut caves and monastery ruins.""}]",234233,299693,148021,148301,357727,346803,1,1,3,3.07,1.22,3,3,3,2,1
Punjab,Amritsar,Religious,"Holy city, famous for the Golden Temple.",31.634,74.8723,October - March,"October,November,December,January,February,March",4.9,0.11,,"[{""name"": ""Golden Temple"", ""description"": ""Sacred Sikh pilgrimage.""}]",183241,202974,296539,95357,66046,76330,2,2,5,4.67,4.18,3,4,1,2,3
Punjab,Chandigarh,Urban,"Planned city and joint capital, famous for gardens and architecture.",30.7333,76.7794,October - March,"October,November,December,January,February,March",4.2,0.13,,"[{""name"": ""Rock Garden"", ""description"": ""Sculpture garden with recycled art.""}]",265164,206557,98033,221062,242823,158560,2,2,5,2.49,4.24,2,4,1,2,2
Punjab,Ludhiana,Urban,"Largest city, center for hosiery and industry.",30.9,75.8573,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Punjab Agricultural University Museum"", ""description"": ""Displays of Punjab rural life.""}]",203124,229724,270790,221006,195522,109435,3,2,3,2.73,2.78,3,3,1,3,2
Punjab,Jalandhar,Urban,"Prominent city, historic temples and sports manufacturing.",31.326,75.5762,October - March,"October,November,December,January,February,March",4.1,0.16,,"[{""name"": ""Devi Talab Mandir"", ""description"": ""Iconic old temple.""}]",252921,267261,89576,244854,72530,272521,2,2,3,4.99,0.53,0,2,2,3,1
Punjab,Anandpur Sahib,Religious,"Sikh pilgrimage site, birthplace of Khalsa.",31.2391,76.5011,October - March,"October,November,December,January,February,March",4.6,0.11,,"[{""name"": ""Takht Sri Kesgarh Sahib"", ""description"": ""Famous Sikh gurdwara.""}]",254923,237805,102639,211452,148545,286261,3,2,3,4.43,1.79,0,1,2,3,3
Punjab,Patiala,Heritage,"Known for palaces, gardens and cultural heritage.",30.3398,76.3869,October - March,"October,November,December,January,February,March",4.3,0.13,,"[{""name"": ""Qila Mubarak"", ""description"": ""Historic fort and palace.""}]",58036,241329,129214,327388,203674,70595,1,3,3,7.9,3.28,3,2,1,2,2
Punjab,Kapurthala,Urban,Royal heritage city with striking French and Indo-Saracenic architecture.,31.3801,75.381,October - March,"October,November,December,January,February,March",4.1,0.15,,"[{""name"": ""Jagatjit Palace"", ""description"": ""Splendid architectural landmark.""}]",81778,100961,247858,257351,93103,291035,1,1,3,4.04,4.92,1,3,2,2,1
Punjab,Wagah Border,Historical,Famous for India-Pakistan border ceremony.,31.6102,74.575,October - March,"October,November,December,January,February,March",4.7,0.14,,"[{""name"": ""Wagah"", ""description"": ""Ceremonial border closing.""}]",208806,59866,129022,211234,123663,175126,1,3,3,5.56,3.34,3,4,1,2,1
Punjab,Tarn Taran Sahib,Religious,Famous Sikh holy town.,31.4514,74.9253,October - March,"October,November,December,January,February,March",4.4,0.14,,"[{""name"": ""Tarn Taran Sahib Gurudwara"", ""description"": ""Historic Sikh shrine.""}]",204245,273666,160883,146743,277873,65477,1,2,4,5.93,1.67,3,2,1,3,2
Punjab,Bathinda,Urban,Historic city with massive fort.,30.214,74.9455,October - March,"October,November,December,January,February,March",3.9,0.2,,"[{""name"": ""Qila Mubarak"", ""description"": ""Landmark fort in Punjab.""}]",211475,241248,240817,96452,317011,288443,3,1,4,1.59,3.35,0,1,1,2,2
Rajasthan,Jaipur,Heritage,"Pink City, capital of Rajasthan.",26.9124,75.7873,October - March,"October,November,December,January,February,March",4.9,0.15,,"[{""name"": ""Amber Fort"", ""description"": ""Hilltop palace and fort.""}]",247393,146661,97245,69837,163615,336338,1,2,4,6.14,2.93,2,3,1,1,1
Rajasthan,Udaipur,Heritage,"Lake city, famous for palaces and havelis.",24.5854,73.7125,October - March,"October,November,December,January,February,March",4.8,0.14,,"[{""name"": ""City Palace"", ""description"": ""Majestic lakeside palace.""}]",252747,170158,272496,166867,140504,282935,2,1,4,2.75,4.01,0,2,1,1,3
Rajasthan,Jaisalmer,Heritage,"Golden city, famous for fort and sand dunes.",26.9157,70.9083,October - February,"October,November,December,January,February",4.7,0.16,,"[{""name"": ""Jaisalmer Fort"", ""description"": ""Living fort and havelis.""}]",187416,109449,102879,317849,232436,268092,2,3,3,8.23,0.98,2,1,1,2,3
Rajasthan,Jodhpur,Heritage,"Blue City, home to Mehrangarh Fort.",26.2389,73.0243,October - March,"October,November,December,January,February,March",4.7,0.15,,"[{""name"": ""Mehrangarh Fort"", ""description"": ""Massive fortress on a hill.""}]",68800,114038,139949,197856,101276,341191,2,1,5,2.54,3.92,0,3,1,1,3
Rajasthan,Mount Abu,Hill Station,Rajasthan’s only hill station with cool weather and lakes.,24.5925,72.7156,September - June,"September,October,November,December,January,February,March,April,May,June",4.2,0.18,,"[{""name"": ""Dilwara Temples"", ""description"": ""Marble Jain temple complex.""}]",75372,146035,199720,81170,130405,364215,3,1,2,4.4,2.94,3,1,2,1,1
Rajasthan,Bikaner,Heritage,City famous for forts and camel festival.,28.0229,73.3119,October - March,"October,November,December,January,February,March",4.3,0.16,,"[{""name"": ""Junagarh Fort"", ""description"": ""Large fort and palace.""}]",111516,312526,301939,156140,199456,260022,1,1,3,2.1,4.83,0,3,1,3,2
Rajasthan,Ajmer,Religious,"Pilgrimage city, home to Ajmer Sharif dargah.",26.4499,74.6399,October - March,"October,November,December,January,February,March",4.6,0.12,,"[{""name"": ""Ajmer Sharif"", ""description"": ""World-renowned Sufi shrine.""}]",70538,223617,208871,216585,327428,162122,1,1,2,8.48,2.04,0,4,1,2,1
Rajasthan,Pushkar,Religious,Renowned holy city with Brahma temple and lake.,26.489,74.5517,October - March,"October,November,December,January,February,March",4.5,0.13,,"[{""name"": ""Pushkar Lake"", ""description"": ""Serene waterbody surrounded by ghats.""}]",113918,106009,157678,202830,140276,369702,1,1,5,5.02,3.35,0,2,2,2,2
Rajasthan,Chittorgarh,Heritage,Largest fort complex in India.,24.8894,74.6269,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Chittorgarh Fort"", ""description"": ""Massive citadel and palaces.""}]",196045,262263,225878,285800,248665,366726,3,2,4,5.67,4.69,3,1,2,3,3
