state_name,city_name,category,description,latitude,longitude,best_time_to_visit,popular_months,tourist_rating,risk_index,photos,top_attractions
Tripura,Melaghar,Urban,Small town known for natural beauty and temples.,23.3211,91.4585,October - February,"October,November,December,January,February",3.9,0.16,,"[{""name"": ""Melaghar"", ""description"": ""Local temples and tradition.""}]"
Uttar Pradesh,Agra,Heritage,Home to Taj Mahal and historic forts.,27.1767,78.0081,October - March,"October,November,December,January,February,March",4.9,0.15,,"[{""name"": ""Taj Mahal"", ""description"": ""Iconic marble mausoleum""}]"
Uttar Pradesh,Varanasi,Religious,One of the oldest inhabited cities in world.,25.3176,82.9739,October - March,"October,November,December,January,February,March",4.8,0.14,,"[{""name"": ""Kashi Vishwanath Temple"", ""description"": ""Important Hindu pilgrimage spot""}]"
Uttar Pradesh,Lucknow,Cultural,"Capital of UP, known for Nawabi heritage and cuisine.",26.8467,80.9462,October - March,"October,November,December,January,February,March",4.4,0.18,,"[{""name"": ""Bara Imambara"", ""description"": ""Historic monument and mosque""}]"
Uttar Pradesh,Mathura,Religious,"Birthplace of Lord Krishna, holy city.",27.4924,77.6737,October - March,"October,November,December,January,February,March",4.6,0.13,,"[{""name"": ""Vishram Ghat"", ""description"": ""Holy bathing ghat on Yamuna river""}]"
Uttar Pradesh,Vrindavan,Religious,Famous for Krishna temples and festivals.,27.5726,77.6982,October - March,"October,November,December,January,February,March",4.5,0.14,,"[{""name"": ""Banke Bihari Temple"", ""description"": ""Popular Krishna temple""}]"
Uttar Pradesh,Allahabad (Prayagraj),Religious,Known for Triveni Sangam and Kumbh Mela.,25.4358,81.8463,January - March,"January,February,March",4.3,0.17,,"[{""name"": ""Sangam"", ""description"": ""Confluence of three rivers""}]"
Uttar Pradesh,Ayodhya,Religious,"Birthplace of Lord Rama, historic city.",26.7993,82.2056,October - March,"October,November,December,January,February,March",4.6,0.12,,"[{""name"": ""Ram Janmabhoomi"", ""description"": ""Sacred Hindu site""}]"
Uttar Pradesh,Jhansi,Historical,Famous for Jhansi Fort and Rani Laxmibai.,25.4486,78.568,October - March,"October,November,December,January,February,March",4.0,0.19,,"[{""name"": ""Jhansi Fort"", ""description"": ""Historic fort and museum""}]"
Uttar Pradesh,Sarnath,Religious,Important Buddhist pilgrimage site near Varanasi.,25.4065,83.0188,October - March,"October,November,December,January,February,March",4.5,0.14,,"[{""name"": ""Dhamek Stupa"", ""description"": ""Buddhist stupa and archaeological site""}]"
Uttar Pradesh,Noida,Urban,"Modern city, part of the NCR of Delhi.",28.5355,77.391,October - March,"October,November,December,January,February,March",4.1,0.2,,"[{""name"": ""Okhla Bird Sanctuary"", ""description"": ""Urban bird sanctuary""}]"
Uttarakhand,Dehradun,Urban,Capital city and gateway to hill stations.,30.3165,78.0322,March - June,"March,April,May,June",4.3,0.14,,"[{""name"": ""Robber’s Cave"", ""description"": ""Natural cave formation.""}]"
Uttarakhand,Rishikesh,Spiritual,"Yoga capital of the world, on Ganges River.",30.0869,78.2676,February - April,"February,March,April",4.7,0.12,,"[{""name"": ""Laxman Jhula"", ""description"": ""Suspension bridge over Ganges.""}]"
Uttarakhand,Haridwar,Religious,"Gateway to the Char Dham, sacred city.",29.9457,78.1642,January - March,"January,February,March",4.5,0.15,,"[{""name"": ""Har Ki Pauri"", ""description"": ""Famous bathing ghat on Ganges.""}]"
Uttarakhand,Nainital,Hill Station,Popular hill station known for lakes.,29.3806,79.4636,April - June,"April,May,June",4.6,0.13,,"[{""name"": ""Naini Lake"", ""description"": ""Scenic lake for boating.""}]"
Uttarakhand,Mussoorie,Hill Station,Queen of the Hills. Cool climate and scenic vistas.,30.459,78.0667,March - June,"March,April,May,June",4.7,0.14,,"[{""name"": ""Camel's Back Road"", ""description"": ""Popular walking trail.""}]"
Uttarakhand,Jim Corbett,Wildlife,First national park of India known for tigers.,29.5304,78.7744,November - June,"November,December,January,February,March,April,May,June",4.8,0.11,,"[{""name"": ""Jim Corbett NP"", ""description"": ""Tiger reserve and jungle safaris.""}]"
Uttarakhand,Badrinath,Religious,One of the Char Dhams and holy pilgrimage town.,30.7433,79.4931,May - October,"May,June,July,August,September,October",4.7,0.12,,"[{""name"": ""Badrinath Temple"", ""description"": ""Sacred Hindu temple.""}]"
Uttarakhand,Kedarnath,Religious,Famous for ancient Kedarnath temple.,30.7344,79.0665,May - October,"May,June,July,August,September,October",4.6,0.14,,"[{""name"": ""Kedarnath Temple"", ""description"": ""One of the twelve Jyotirlingas.""}]"
Uttarakhand,Almora,Hill Station,Picturesque town with cultural richness.,29.597,79.6536,March - June,"March,April,May,June",4.3,0.16,,"[{""name"": ""Bright End Corner"", ""description"": ""Sunrise viewpoint.""}]"
Uttarakhand,Auli,Hill Station,Famous ski resort and mountain destination.,30.5467,79.5936,December - February,"December,January,February",4.6,0.13,,"[{""name"": ""Skiing Slopes"", ""description"": ""Popular winter sports venue.""}]"
West Bengal,Kolkata,Urban,Capital and cultural hub.,22.5726,88.3639,October - March,"October,November,December,January,February,March",4.5,0.16,,"[{""name"": ""Victoria Memorial"", ""description"": ""Iconic colonial monument.""}]"
West Bengal,Darjeeling,Hill Station,Famous for tea gardens and the scenic Himalayan railway.,27.036,88.2627,March - June,"March,April,May,June",4.7,0.14,,"[{""name"": ""Darjeeling Himalayan Railway"", ""description"": ""World Heritage steam train.""}]"
West Bengal,Sundarbans,Nature,"Largest mangrove forest in the world, home to Royal Bengal Tigers.",21.9497,88.8055,November - February,"November,December,January,February",4.6,0.13,,"[{""name"": ""Sundarbans National Park"", ""description"": ""UNESCO site for wildlife.""}]"
West Bengal,Kalimpong,Hill Station,Mountain town famous for monasteries and orchids.,27.0634,88.5331,March - June,"March,April,May,June",4.5,0.14,,"[{""name"": ""Zang Dhok Palri Monastery"", ""description"": ""Prominent Tibetan Buddhist monastery.""}]"
West Bengal,Digha,Beach,Popular seaside resort on the Bay of Bengal.,21.6361,87.5289,October - February,"October,November,December,January,February",4.1,0.18,,"[{""name"": ""New Digha Beach"", ""description"": ""Clean sandy beach for tourists.""}]"
West Bengal,Shantiniketan,Cultural,Home of Visva-Bharati University and Rabindranath Tagore.,23.6822,87.6982,October - March,"October,November,December,January,February,March",4.3,0.13,,"[{""name"": ""Visva-Bharati University"", ""description"": ""Cultural and educational landmark.""}]"
West Bengal,Murshidabad,Historical,Historic city once capital of Bengal.,24.1759,88.2736,October - March,"October,November,December,January,February,March",4.0,0.15,,"[{""name"": ""Hazarduari Palace"", ""description"": ""Famous palace museum.""}]"
West Bengal,Dooars,Nature,Region of forested foothills famous for wildlife.,26.737,88.8187,November - March,"November,December,January,February,March",4.5,0.12,,"[{""name"": ""Gorumara National Park"", ""description"": ""Popular wildlife sanctuary.""}]"
West Bengal,Bishnupur,Heritage,Famous for terracotta temples and crafts.,23.0267,87.2995,October - March,"October,November,December,January,February,March",4.3,0.14,,"[{""name"": ""Terracotta Temples"", ""description"": ""Historic temple architecture.""}]"
West Bengal,Jalpaiguri,Urban,Gateway to Dooars and tea gardens.,26.5164,88.7234,November - March,"November,December,January,February,March",4.1,0.15,,"[{""name"": ""Tea Gardens"", ""description"": ""Lush plantations and eco tourism.""}]"
